domain,registrar,registered_at,expiring_at,emails,phones,ip,ip_country,status_code,page_type,final_url,server,server_fp,is_cloudflare,favicon_mmh3,body_simhash,parking_service,title,h1,meta_desc,body_text_500,lang,form_count,field_types,form_labels,captcha,screenshot,threat_hits,threat_sources,threat_types,ti_max_severity,category,severity,severity_label,brand,notes,groq_desc,ip_asn
arret-direct.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-17,2027-05-17,,,104.21.57.80,US,200,active_content,https://arret-direct.com,cloudflare,811e0897f489,True,,b9b58d9e08b7105f,,"Arrêts maladie : 4 jours de carence pour le privé, un jour pour le public | Arrêt Direct","Arrêts maladie : 4 jours de carence pour le privé, un jour pour le public","Arrêts maladie : 4 jours de carence pour le privé, un jour pour le public. Analyse complète des nouvelles mesures gouvernementales sur les arrêts maladie en France.","Accueil › Actualités › Arrêts maladie Affaires sociales Arrêts maladie : 4 jours de carence pour le privé, un jour pour le public Le gouvernement annonce un quatrième jour de carence pour les salariés du privé et instaure pour la première fois un jour de carence dans la fonction publique. Économie attendue : 200 millions d'euros. AA Antoine Amar Journaliste — Affaires sociales Vendredi 15 mai 2026 5 min de lecture L'essentiel à retenir Un 4ᵉ jour de carence appliqué aux salariés du privé en arrê",fr,1,email:Votre adresse e-mail,,,screenshots/arret-direct.com.jpg,0,,,0,PHISHING_FINANCE,3,HIGH,,srv_fp:811e0897f489,Fake website impersonating a government service,AS13335
arret-doc.net,Fewmoretaps OU d/b/a Trustname.com,2026-05-17,2027-05-17,,,172.67.222.69,US,200,active_content,https://arret-doc.net/article-12.html,cloudflare,811e0897f489,True,,c34728909f1096f7,,"En arrêt maladie, elle passe un entretien d'embauche : la CPAM lui demande de rembourser 1 761 € | Arrêt-Doc","En arrêt maladie, elle passe un entretien d'embauche : la CPAM lui demande de rembourser 1 761 €","Devant la justice, la salariée a plaidé la bonne foi, mais cela n'a pas suffi. La Cour de cassation confirme : passer un entretien d'embauche pendant un arrêt maladie est une activité non autorisée.","Nous utilisons des cookies pour améliorer votre expérience de navigation. En continuant à naviguer sur ce site, vous acceptez notre utilisation des cookies conformément à notre politique de confidentialité. J'accepte Mentions légales & Politique de confidentialité × 1. Éditeur du site Le site arret-doc.net est édité à titre personnel par : Responsable de publication : Thomaz Leluan Adresse e-mail : contact@arret-doc.net Site web : https://arret-doc.net 2. Hébergement Ce site est hébergé par un p",fr,,,,,screenshots/arret-doc.net.jpg,0,,,0,PHISHING_FINANCE,3,HIGH,,srv_fp:811e0897f489,Fake website impersonating a government service,AS13335
aurawex.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-08,2027-05-08,,,188.114.96.3,US,403,low_content,https://aurawex.com,cloudflare,811e0897f489,True,,ecfeb9c6af69cd85,,Suspected Phishing | Cloudflare,,,,,,,,,,0,,,0,PHISHING_FINANCE,3,HIGH,,srv_fp:811e0897f489,Suspected Phishing,AS13335
aurionexcapital.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-22,2027-03-22,,,185.191.124.192,SC,403,active_content,http://aurionexcapital.com,cloudflare,811e0897f489,True,509258457,c2af9480ac428895,,Just a moment...,,,,,,,,,,0,,,0,PHISHING_FINANCE,3,HIGH,,srv_fp:811e0897f489; fav:509258457,Performing security verification,
autorlock.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-04,2027-04-04,,,,,403,low_content,https://autorlock.com,cloudflare,811e0897f489,True,,eefeb9c4ae69cd85,,Suspected Phishing | Cloudflare,,,,,,,,,,0,,,0,PHISHING_FINANCE,3,HIGH,,srv_fp:811e0897f489,Suspected Phishing,
autorsecure.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-27,2027-03-27,,,188.114.97.3,US,403,low_content,https://autorsecure.com,cloudflare,811e0897f489,True,,ecfeb9c4af49cd85,,Suspected Phishing | Cloudflare,,,,,,,,,,0,,,0,PHISHING_FINANCE,3,HIGH,,srv_fp:811e0897f489,Suspected Phishing,AS13335
azithromycin-buyzithromax.org,Fewmoretaps OU d/b/a Trustname.com,2025-07-28,2026-07-28,,,,,403,empty,https://buygenerics.com/?promo=pop&campaign=azithromycinbuyzithromaxorg,ddos-guard,4b8db6e031cc,False,,b9c498c1330aac4a,,DDoS-Guard,,,,,,,,,,0,,,0,PHISHING_FINANCE,3,HIGH,,srv_fp:4b8db6e031cc,Phishing website for buying azithromycin,
azithromycin-zithromax-online.org,Fewmoretaps OU d/b/a Trustname.com,2025-07-28,2026-07-28,,,,,403,empty,https://buygenerics.com/?promo=pop&campaign=azithromycinzithromaxonlineorg,ddos-guard,4b8db6e031cc,False,,b9c498c1330aac4a,,DDoS-Guard,,,,,,,,,,0,,,0,PHISHING_FINANCE,3,HIGH,,srv_fp:4b8db6e031cc,Phishing website for buying azithromycin,
azithromycinrxshop.com,Fewmoretaps OU d/b/a Trustname.com,2025-07-28,2026-07-28,,,190.115.31.173,BZ,403,empty,https://buygenerics.com/?promo=pop&campaign=azithromycinrxshopcom,ddos-guard,4b8db6e031cc,False,,b9c498c1330aac4a,,DDoS-Guard,,,,,,,,,,0,,,0,PHISHING_FINANCE,3,HIGH,,srv_fp:4b8db6e031cc,Phishing website for buying generics,
azithromycinzithromax250mg.com,Fewmoretaps OU d/b/a Trustname.com,2025-10-31,2026-10-31,,,190.115.31.173,BZ,403,empty,https://buygenerics.com/?promo=pop&campaign=azithromycinzithromaxmgcom,ddos-guard,4b8db6e031cc,False,,b9c498c1330aac4a,,DDoS-Guard,,,,,,,,,,0,,,0,PHISHING_FINANCE,3,HIGH,,srv_fp:4b8db6e031cc,Phishing website for buying generics,
betgaranti1330.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-19,2027-05-19,,,188.114.96.3,US,403,low_content,http://betgaranti1330.com,cloudflare,811e0897f489,True,,bcb3b4c56d6c0e41,,Attention Required! | Cloudflare,,,,,,,,,,0,,,0,PHISHING_FINANCE,3,HIGH,,srv_fp:811e0897f489,"Cloudflare security service, likely a phishing site",AS13335
betgaranti1453.com,Fewmoretaps OU d/b/a Trustname.com,2026-06-01,2027-06-01,,,172.67.170.164,US,403,low_content,http://betgaranti1453.com,cloudflare,811e0897f489,True,,beb3b0c52d6c0e41,,Attention Required! | Cloudflare,,,,,,,,,,0,,,0,PHISHING_FINANCE,3,HIGH,,srv_fp:811e0897f489,"Cloudflare security service, likely a phishing site",AS13335
betgaranti1454.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-31,2027-05-31,,,104.21.21.62,US,403,low_content,http://betgaranti1454.com,cloudflare,811e0897f489,True,,bcb3b0c56d6c0e41,,Attention Required! | Cloudflare,,,,,,,,,,0,,,0,PHISHING_FINANCE,3,HIGH,,srv_fp:811e0897f489,"Cloudflare security service, likely a phishing site",AS13335
betgit1055.com,Fewmoretaps OU d/b/a Trustname.com,2026-06-03,2027-06-03,,,172.67.129.199,US,403,low_content,https://betgit1055.com,cloudflare,811e0897f489,True,,beb3b0c56d6c8e41,,Attention Required! | Cloudflare,,,,,,,,,,0,,,0,PHISHING_FINANCE,3,HIGH,,srv_fp:811e0897f489,"Cloudflare security service, likely a phishing site",AS13335
betnano2026turkey.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-17,2027-05-17,,,172.67.211.78,US,403,active_content,https://betnano2026turkey.com,cloudflare,811e0897f489,True,,aeb7fcc4af75c980,,Attention Required! | Cloudflare,,,,,,,,,,0,,,0,PHISHING_FINANCE,3,HIGH,,srv_fp:811e0897f489,"Potential phishing website for financial gain, flagged by Cloudflare.",AS13335
betongamede.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-29,2027-05-29,,,188.114.96.3,US,200,active_content,https://betongamede.com,cloudflare,811e0897f489,True,,3daba714b83bf651,,"betonogame Casino: Hohe Limits, Krypto & schnelle Auszahlungen","BETONOGAME CASINO: HOHE LIMITS, KRYPTO & SCHNELLE AUSZAHLUNGEN","Betonogame im Check: hohe Einsatzfreiheit, große Spielauswahl, Krypto-Zahlungen und mobile Nutzung - mit klaren Hinweisen zu Boni, KYC und Auszahlungen.","Login Sign Up BoniPromo-CodesFreispieleBonus Ohne EinzahlungSlotsWettenZahlungenAuszahlungAppsLogin betonogame Casino: Hohe Limits, Krypto & schnelle Auszahlungen Warum taucht betonogame auf betongamede.com so oft in Diskussionen über ""Casinos ohne Limit"" auf, obwohl genau dort oft die größten Reibungspunkte bei Bonus, KYC und Auszahlung liegen? In diesem Artikel zerlege ich das Angebot sachlich für Spieler in Deutschland: Funktionen, Boni, Spiele, Zahlungen, Sicherheit und mobile Nutzung. Der k",de-DE,,,,,screenshots/betongamede.com.jpg,0,,,0,PHISHING_FINANCE,3,HIGH,Casino,srv_fp:811e0897f489,Suspicious casino website with high limits and cryptocurrency options,AS13335
betonlinede.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-29,2027-05-29,,,104.21.41.141,US,200,active_content,https://betonlinede.com,cloudflare,811e0897f489,True,-182327871,bf6ba715b83af659,,"betonlyne Casino: Krypto, hohe Limits & starke Sportwetten","BETONLYNE CASINO: KRYPTO, HOHE LIMITS UND STARKE WETTQUOTEN","betonlyne Casino bietet deutschen Spielern hohe Limits, schnelle Krypto-Auszahlungen und ein starkes Sportsbook. Jetzt Vorteile, Boni und Verifizierung im Überblick.","Login Sign Up BoniPromo-CodesFreispieleBonus Ohne EinzahlungSlotsWettenZahlungenAuszahlungAppsLogin betonlyne Casino: Krypto, hohe Limits und starke Wettquoten Warum sprechen so viele deutsche High-Roller noch immer über betonlyne auf betonlinede.com, obwohl moderne Krypto-Casinos deutlich lauter werben? In diesem Review zeige ich, wo die Plattform bei Bonus, Krypto, Sportwetten und Auszahlungen stark ist und wo Reibung entsteht. Der größte Pluspunkt ist klar: hohe Limits, starke Krypto-Abwicklu",de-DE,,,,,screenshots/betonlinede.com.jpg,0,,,0,PHISHING_FINANCE,3,HIGH,Casino,srv_fp:811e0897f489; fav:-182327871,Suspicious casino website with high limits and cryptocurrency options,AS13335
betonred-casino1.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-27,2027-05-27,,,172.67.134.81,US,200,active_content,https://betonred-casino1.com,cloudflare,0ab5f121ab0d,True,-513875197,a825d784b85283c4,,"Betonred Casino France | Jeux live, bonus généreux et Free Spins",Betonred Casino — votre plateforme de jeu en ligne en France,"Betonred Casino : casino + paris sportifs, bonus 150% jusqu'à 500€ + 50 free spins et live premium. Jouez en France !","150 % jusqu'à 500 € + 50 FSBonus chaque dépôtBonusBetonred Casino — votre plateforme de jeu en ligne en FranceBienvenue sur Betonred Casino, plateforme de jeu en ligne pensée pour les joueurs français qui recherchent qualité, transparence et générosité. Le bonus de bienvenue 150% jusqu'à 500 € + 50 tours gratuits offre un démarrage particulièrement avantageux pour explorer le catalogue. Des milliers de jeux des meilleurs studios, casino live premium, paiements rapides et support francophone 24/7",fr-BE,,,,,screenshots/betonred-casino1.com.jpg,0,,,0,PHISHING_FINANCE,3,HIGH,Casino,srv_fp:0ab5f121ab0d; fav:-513875197,Suspicious casino website with high limits and cryptocurrency options,AS13335
betonredcasino7.com,Fewmoretaps OU d/b/a Trustname.com,2026-01-22,2027-01-22,,,,,200,active_content,https://betonredcasino7.com,cloudflare,0ab5f121ab0d,True,,f403f1e5184790c2,,"Betonred Casino | Welcome Package up to $4,000 + 150 Free Spins",Betonred Casino: Top Online Casino in Australia,"Play at Betonred Casino and explore slots, table games, and live casino entertainment with fast payments and modern design.","WELCOME PACKAGE$4,000+ 150 Free SpinsJOINBig-hit Slot Games20 CoinsplayDemo9 Coins Grand Platinum Edition Score the JackpotplayDemoAloha King ElvisplayDemoBook of DeadplayDemoBook of RaplayDemoBook Of TribesplayDemoBook of WildplayDemoBig Bass SplashplayDemoBuffalo SPACE GrandWaysplayDemoCash PigplayDemoBook of the FallenplayDemoCoin UP: LightningplayDemoRecent WinsSee Allgold855.01 $silver345.21 $bronze170.56 $Biggest winsEr4J******18 days ago3251.48 $ehkM******7 hour ago2522.91 $IJF9******8 da",en-NZ,,,,,screenshots/betonredcasino7.com.jpg,0,,,0,PHISHING_FINANCE,3,HIGH,Casino,srv_fp:0ab5f121ab0d,Suspicious casino website with high limits and cryptocurrency options,
betpas1650.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-05,2027-05-05,,,172.67.132.29,US,403,low_content,https://betpas1650.com,cloudflare,811e0897f489,True,,aefeb9c5ae69cd85,,Suspected Phishing | Cloudflare,,,,,,,,,,0,,,0,PHISHING_FINANCE,3,HIGH,,srv_fp:811e0897f489,"Potential phishing website for financial gain, flagged by Cloudflare.",AS13335
betplay1124.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-20,2027-05-20,,,104.21.27.103,US,403,low_content,https://betplay1124.com,cloudflare,811e0897f489,True,,beb3b0c56d6c8c01,,Attention Required! | Cloudflare,,,,,,,,,,0,,,0,PHISHING_FINANCE,3,HIGH,,srv_fp:811e0897f489,"Potential phishing website for financial gain, flagged by Cloudflare.",AS13335
betpuan1135.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-28,2027-05-28,,,188.114.97.3,US,403,low_content,https://betpuan1135.com,cloudflare,811e0897f489,True,,bcb3b0c52d6d0e41,,Attention Required! | Cloudflare,,,,,,,,,,0,,,0,PHISHING_FINANCE,3,HIGH,,srv_fp:811e0897f489,Using a security service to protect itself from direct access.,AS13335
betrinouk.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-01,2027-05-01,,,172.67.186.173,US,200,active_content,https://betrinouk.com,cloudflare,811e0897f489,True,,e7b63485b445c8c1,,"Bet Rino UK Review: Clean Hybrid Casino, Racing Coverage & Simple Play","BET RINO UK CASINO REVIEW: CLEAN DESIGN, RACING COVERAGE AND SIMPLE PLAY","Read our Bet Rino UK review covering its clean mobile-friendly layout, horse racing coverage, casino games, bonuses, payments and support issues.","Login Sign Up BonusesPromo CodesFree SpinsNo Deposit BonusSlotsBettingPaymentsWithdrawalAppsLogin Bet Rino UK Casino Review: Clean Design, Racing Coverage and Simple Play Bet Rino on betrinouk.com looks tidy at first glance, but the more important question is whether the smooth front end actually reflects the real player experience. This review breaks down the casino, sportsbook, payments, support, and safety tools in plain UK terms, so you can weigh the trade-off between its decent horse racing",en-UK,,,,,screenshots/betrinouk.com.jpg,0,,,0,PHISHING_FINANCE,3,HIGH,Casino,srv_fp:811e0897f489,Suspicious casino website with racing coverage and simple play,AS13335
betroadde.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-29,2027-05-29,,,188.114.96.3,US,200,active_content,https://betroadde.com,cloudflare,811e0897f489,True,1596648948,7f6fa715b93bf651,,"Betroad Casino: Mehr Freiheit, Live-Casino & schnelle Web-App","BETROAD CASINO: MEHR FREIHEIT, LIVE-CASINO & SCHNELLE WEB-APP","Betroad Casino überzeugt mit schneller Web-App, Live-Casino, breitem Spielangebot und flexiblen Einsätzen - ideal für erfahrene Spieler, die mehr Freiheit suchen.","Login Sign Up BoniPromo-CodesFreispieleBonus Ohne EinzahlungSlotsWettenZahlungenAuszahlungAppsLogin Betroad Casino: Mehr Freiheit, Live-Casino & schnelle Web-App Betroad Casino auf betroadde.com wirkt für viele deutsche Spieler sofort spannend: keine 5-Sekunden-Regel, Live-Casino und mehr Freiheit bei den Einsätzen. Genau deshalb prüft dieser Artikel nicht nur die starken Seiten, sondern auch Reibungspunkte wie Verifizierung, Bonusregeln und die tatsächliche Auszahlungsrealität. Der größte Plusp",de-DE,,,,,screenshots/betroadde.com.jpg,0,,,0,PHISHING_FINANCE,3,HIGH,Casino,srv_fp:811e0897f489; fav:1596648948,Suspicious casino website with live casino and fast web app,AS13335
betsalvador788.com,Fewmoretaps OU d/b/a Trustname.com,2026-06-03,2027-06-03,,,188.114.96.3,US,403,low_content,https://betsalvador788.com,cloudflare,811e0897f489,True,,beb3b0c52d6c8e41,,Attention Required! | Cloudflare,,,,,,,,,,0,,,0,PHISHING_FINANCE,3,HIGH,,srv_fp:811e0897f489,Using a security service to protect itself from direct access.,AS13335
betsmove2177.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-16,2027-04-16,,,188.114.96.3,US,403,low_content,https://betsmove2177.com,cloudflare,811e0897f489,True,,beb3b0c52d6c8e41,,Attention Required! | Cloudflare,,,,,,,,,,0,,,0,PHISHING_FINANCE,3,HIGH,,srv_fp:811e0897f489,Using a security service to protect itself from direct access.,AS13335
bettillt118.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-13,2027-05-13,,,104.21.20.5,US,403,low_content,http://bettillt118.com,cloudflare,811e0897f489,True,,bcb1b0c52d6d0f41,,Attention Required! | Cloudflare,,,,,,,,,,0,,,0,PHISHING_FINANCE,3,HIGH,,srv_fp:811e0897f489,Suspicious website with Cloudflare security verification,AS13335
betturkey5093.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-28,2027-04-28,,,188.114.96.3,US,403,low_content,https://betturkey5093.com,cloudflare,811e0897f489,True,,eefeb9c6ae41cd85,,Suspected Phishing | Cloudflare,,,,,,,,,,0,,,0,PHISHING_FINANCE,3,HIGH,,srv_fp:811e0897f489,Suspected phishing website with Cloudflare security verification,AS13335
betvisade.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-29,2027-05-29,,,188.114.96.3,US,200,active_content,https://betvisade.com,cloudflare,811e0897f489,True,,2f69b715a138e651,,"Bet Visa Casino: Live-Casino, Sportwetten & Visa-Zahlung","BET VISA CASINO: LIVE-CASINO, SPORTWETTEN UND VISA-ZAHLUNG","Bet Visa Casino für Deutschland im Überblick: breites Spielangebot, Live-Casino, Wettbörse, Visa- und Krypto-Zahlungen, mobile App und starke RTP-Werte.","Login Sign Up BoniPromo-CodesFreispieleBonus Ohne EinzahlungSlotsWettenZahlungenAuszahlungAppsLogin Bet Visa Casino: Live-Casino, Sportwetten und Visa-Zahlung Warum sprechen deutsche Spieler über Bet Visa Casino auf betvisade.com, obwohl der Zugang nicht immer ganz reibungslos wirkt? Dieser Artikel zeigt konkret, worauf es ankommt: Spiele, Boni, Zahlungen, Support, Sportwetten und typische Beschwerdemuster. Der größte Pluspunkt ist das breite Offshore-Angebot mit Live-Casino, Wettbörse und meist",de-DE,,,,,screenshots/betvisade.com.jpg,0,,,0,PHISHING_FINANCE,3,HIGH,Casino,srv_fp:811e0897f489,Suspicious casino website with live casino and visa payment options,AS13335
betwarriorde.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-29,2027-05-29,,,188.114.96.3,US,200,active_content,https://betwarriorde.com/,cloudflare,811e0897f489,True,,3d3ba714f93aa651,,"Bet Warrior Casino: Starke App, viele Spiele & Sportwetten","BET WARRIOR CASINO: STARKE APP, VIELE SPIELE & SPORTWETTEN","Bet Warrior Casino überzeugt mit schneller Mobile-Performance, über 3.000 Spielen und der Kombination aus Casino und Sportwetten. Jetzt Chancen und Risiken im Überblick.","Login Sign Up BoniPromo-CodesFreispieleBonus Ohne EinzahlungSlotsWettenZahlungenAuszahlungAppsLogin Bet Warrior Casino: Starke App, viele Spiele & Sportwetten Kann ein Hybrid aus Sportwetten und Casino auf betwarriorde.com in Deutschland wirklich mehr bieten als nur Tempo und große Auswahl? Bet Warrior Casino fällt vor allem durch seine starke Mobile-Performance, die enge Verbindung von Wett- und Casino-Bereich und ein breites Spielportfolio auf. Für deutsche Spieler lässt sich damit schneller e",de-DE,,,,,screenshots/betwarriorde.com.jpg,0,,,0,PHISHING_FINANCE,3,HIGH,Casino,srv_fp:811e0897f489,Suspicious casino website with strong app and many games,AS13335
